COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Ethiopia,Optional Protocol of the Convention against Torture,CAT-OP,,
Fiji,Optional Protocol of the Convention against Torture,CAT-OP,,
Finland,Optional Protocol of the Convention against Torture,CAT-OP,23 Sep 2003,08 Oct 2014
France,Optional Protocol of the Convention against Torture,CAT-OP,16 Sep 2005,11 Nov 2008
Gabon,Optional Protocol of the Convention against Torture,CAT-OP,15 Dec 2004,22 Sep 2010
Gambia,Optional Protocol of the Convention against Torture,CAT-OP,,
Georgia,Optional Protocol of the Convention against Torture,CAT-OP,,09 Aug 2005 (a)
Germany,Optional Protocol of the Convention against Torture,CAT-OP,20 Sep 2006,04 Dec 2008
Ghana,Optional Protocol of the Convention against Torture,CAT-OP,06 Nov 2006,23 Sep 2016
Greece,Optional Protocol of the Convention against Torture,CAT-OP,03 Mar 2011,11 Feb 2014
Grenada,Optional Protocol of the Convention against Torture,CAT-OP,,
Guatemala,Optional Protocol of the Convention against Torture,CAT-OP,25 Sep 2003,09 Jun 2008
Guinea,Optional Protocol of the Convention against Torture,CAT-OP,16 Sep 2005,
Guinea-Bissau,Optional Protocol of the Convention against Torture,CAT-OP,24 Sep 2013,
Guyana,Optional Protocol of the Convention against Torture,CAT-OP,,
Haiti,Optional Protocol of the Convention against Torture,CAT-OP,,
Holy See,Optional Protocol of the Convention against Torture,CAT-OP,,
Honduras,Optional Protocol of the Convention against Torture,CAT-OP,08 Dec 2004,23 May 2006
Hungary,Optional Protocol of the Convention against Torture,CAT-OP,,12 Jan 2012 (a)
Iceland,Optional Protocol of the Convention against Torture,CAT-OP,24 Sep 2003,20 Feb 2019
India,Optional Protocol of the Convention against Torture,CAT-OP,,
Indonesia,Optional Protocol of the Convention against Torture,CAT-OP,,
Iran (Islamic Republic of),Optional Protocol of the Convention against Torture,CAT-OP,,
Iraq,Optional Protocol of the Convention against Torture,CAT-OP,,
Ireland,Optional Protocol of the Convention against Torture,CAT-OP,02 Oct 2007,
Israel,Optional Protocol of the Convention against Torture,CAT-OP,,
Italy,Optional Protocol of the Convention against Torture,CAT-OP,20 Aug 2003,03 Apr 2013
Jamaica,Optional Protocol of the Convention against Torture,CAT-OP,,
Japan,Optional Protocol of the Convention against Torture,CAT-OP,,
Jordan,Optional Protocol of the Convention against Torture,CAT-OP,,
Kazakhstan,Optional Protocol of the Convention against Torture,CAT-OP,25 Sep 2007,22 Oct 2008
Kenya,Optional Protocol of the Convention against Torture,CAT-OP,,
Kiribati,Optional Protocol of the Convention against Torture,CAT-OP,,
Kuwait,Optional Protocol of the Convention against Torture,CAT-OP,,
Kyrgyzstan,Optional Protocol of the Convention against Torture,CAT-OP,,29 Dec 2008 (a)
Lao People's Democratic Republic,Optional Protocol of the Convention against Torture,CAT-OP,,
Latvia,Optional Protocol of the Convention against Torture,CAT-OP,,10 Dec 2021 (a)
Lebanon,Optional Protocol of the Convention against Torture,CAT-OP,,22 Dec 2008 (a)
Lesotho,Optional Protocol of the Convention against Torture,CAT-OP,,
Liberia,Optional Protocol of the Convention against Torture,CAT-OP,,22 Sep 2004 (a)
Libya,Optional Protocol of the Convention against Torture,CAT-OP,,
Liechtenstein,Optional Protocol of the Convention against Torture,CAT-OP,24 Jun 2005,03 Nov 2006
Lithuania,Optional Protocol of the Convention against Torture,CAT-OP,,20 Jan 2014 (a)
Luxembourg,Optional Protocol of the Convention against Torture,CAT-OP,13 Jan 2005,19 May 2010
Madagascar,Optional Protocol of the Convention against Torture,CAT-OP,24 Sep 2003,21 Sep 2017
Malawi,Optional Protocol of the Convention against Torture,CAT-OP,,
Malaysia,Optional Protocol of the Convention against Torture,CAT-OP,,
Maldives,Optional Protocol of the Convention against Torture,CAT-OP,14 Sep 2005,15 Feb 2006
Mali,Optional Protocol of the Convention against Torture,CAT-OP,19 Jan 2004,12 May 2005
Malta,Optional Protocol of the Convention against Torture,CAT-OP,24 Sep 2003,24 Sep 2003
Marshall Islands,Optional Protocol of the Convention against Torture,CAT-OP,,
Mauritania,Optional Protocol of the Convention against Torture,CAT-OP,27 Sep 2011,03 Oct 2012
Mauritius,Optional Protocol of the Convention against Torture,CAT-OP,,21 Jun 2005 (a)
Mexico,Optional Protocol of the Convention against Torture,CAT-OP,23 Sep 2003,11 Apr 2005
Micronesia (Federated States of),Optional Protocol of the Convention against Torture,CAT-OP,,
Monaco,Optional Protocol of the Convention against Torture,CAT-OP,,
Mongolia,Optional Protocol of the Convention against Torture,CAT-OP,24 Sep 2013,12 Feb 2015
Montenegro,Optional Protocol of the Convention against Torture,CAT-OP,23 Oct 2006,06 Mar 2009
Morocco,Optional Protocol of the Convention against Torture,CAT-OP,,24 Nov 2014 (a)
Mozambique,Optional Protocol of the Convention against Torture,CAT-OP,,01 Jul 2014 (a)
Myanmar,Optional Protocol of the Convention against Torture,CAT-OP,,
Namibia,Optional Protocol of the Convention against Torture,CAT-OP,,
Nauru,Optional Protocol of the Convention against Torture,CAT-OP,,24 Jan 2013 (a)
Nepal,Optional Protocol of the Convention against Torture,CAT-OP,,
Netherlands,Optional Protocol of the Convention against Torture,CAT-OP,03 Jun 2005,28 Sep 2010
New Zealand,Optional Protocol of the Convention against Torture,CAT-OP,23 Sep 2003,14 Mar 2007
Nicaragua,Optional Protocol of the Convention against Torture,CAT-OP,14 Mar 2007,25 Feb 2009
Niger,Optional Protocol of the Convention against Torture,CAT-OP,,07 Nov 2014 (a)
Nigeria,Optional Protocol of the Convention against Torture,CAT-OP,,27 Jul 2009 (a)
Niue,Optional Protocol of the Convention against Torture,CAT-OP,,
North Macedonia,Optional Protocol of the Convention against Torture,CAT-OP,01 Sep 2006,13 Feb 2009
Norway,Optional Protocol of the Convention against Torture,CAT-OP,24 Sep 2003,27 Jun 2013
Oman,Optional Protocol of the Convention against Torture,CAT-OP,,
Pakistan,Optional Protocol of the Convention against Torture,CAT-OP,,
Palau,Optional Protocol of the Convention against Torture,CAT-OP,,
Panama,Optional Protocol of the Convention against Torture,CAT-OP,22 Sep 2010,02 Jun 2011
Papua New Guinea,Optional Protocol of the Convention against Torture,CAT-OP,,
Paraguay,Optional Protocol of the Convention against Torture,CAT-OP,22 Sep 2004,02 Dec 2005
Peru,Optional Protocol of the Convention against Torture,CAT-OP,,14 Sep 2006 (a)
Philippines,Optional Protocol of the Convention against Torture,CAT-OP,,17 Apr 2012 (a)
Poland,Optional Protocol of the Convention against Torture,CAT-OP,05 Apr 2004,14 Sep 2005
Portugal,Optional Protocol of the Convention against Torture,CAT-OP,15 Feb 2006,15 Jan 2013
Qatar,Optional Protocol of the Convention against Torture,CAT-OP,,
Republic of Korea,Optional Protocol of the Convention against Torture,CAT-OP,,
Republic of Moldova,Optional Protocol of the Convention against Torture,CAT-OP,16 Sep 2005,24 Jul 2006
Romania,Optional Protocol of the Convention against Torture,CAT-OP,24 Sep 2003,02 Jul 2009
Russian Federation,Optional Protocol of the Convention against Torture,CAT-OP,,
Rwanda,Optional Protocol of the Convention against Torture,CAT-OP,,30 Jun 2015 (a)
Saint Kitts and Nevis,Optional Protocol of the Convention against Torture,CAT-OP,,
Saint Lucia,Optional Protocol of the Convention against Torture,CAT-OP,,
Saint Vincent and the Grenadines,Optional Protocol of the Convention against Torture,CAT-OP,,
Samoa,Optional Protocol of the Convention against Torture,CAT-OP,,
San Marino,Optional Protocol of the Convention against Torture,CAT-OP,,
Sao Tome and Principe,Optional Protocol of the Convention against Torture,CAT-OP,,
Saudi Arabia,Optional Protocol of the Convention against Torture,CAT-OP,,
Senegal,Optional Protocol of the Convention against Torture,CAT-OP,04 Feb 2003,18 Oct 2006
Serbia,Optional Protocol of the Convention against Torture,CAT-OP,25 Sep 2003,26 Sep 2006
Seychelles,Optional Protocol of the Convention against Torture,CAT-OP,,
Sierra Leone,Optional Protocol of the Convention against Torture,CAT-OP,26 Sep 2003,
Singapore,Optional Protocol of the Convention against Torture,CAT-OP,,
Slovakia,Optional Protocol of the Convention against Torture,CAT-OP,14 Dec 2018,19 Sep 2023
Slovenia,Optional Protocol of the Convention against Torture,CAT-OP,,23 Jan 2007 (a)
Solomon Islands,Optional Protocol of the Convention against Torture,CAT-OP,,
Somalia,Optional Protocol of the Convention against Torture,CAT-OP,,
South Africa,Optional Protocol of the Convention against Torture,CAT-OP,20 Sep 2006,20 Jun 2019
South Sudan,Optional Protocol of the Convention against Torture,CAT-OP,,30 Apr 2015 (a)
Spain,Optional Protocol of the Convention against Torture,CAT-OP,13 Apr 2005,04 Apr 2006
Sri Lanka,Optional Protocol of the Convention against Torture,CAT-OP,,05 Dec 2017 (a)
State of Palestine,Optional Protocol of the Convention against Torture,CAT-OP,,29 Dec 2017 (a)
Sudan,Optional Protocol of the Convention against Torture,CAT-OP,,
Suriname,Optional Protocol of the Convention against Torture,CAT-OP,,
Sweden,Optional Protocol of the Convention against Torture,CAT-OP,26 Jun 2003,14 Sep 2005
Switzerland,Optional Protocol of the Convention against Torture,CAT-OP,25 Jun 2004,24 Sep 2009
Syrian Arab Republic,Optional Protocol of the Convention against Torture,CAT-OP,,
Tajikistan,Optional Protocol of the Convention against Torture,CAT-OP,,
Thailand,Optional Protocol of the Convention against Torture,CAT-OP,,
Timor-Leste,Optional Protocol of the Convention against Torture,CAT-OP,16 Sep 2005,
Togo,Optional Protocol of the Convention against Torture,CAT-OP,15 Sep 2005,20 Jul 2010
Tonga,Optional Protocol of the Convention against Torture,CAT-OP,,
Trinidad and Tobago,Optional Protocol of the Convention against Torture,CAT-OP,,
Tunisia,Optional Protocol of the Convention against Torture,CAT-OP,,29 Jun 2011 (a)
TГјrkiye,Optional Protocol of the Convention against Torture,CAT-OP,14 Sep 2005,27 Sep 2011
Turkmenistan,Optional Protocol of the Convention against Torture,CAT-OP,,
Tuvalu,Optional Protocol of the Convention against Torture,CAT-OP,,
Uganda,Optional Protocol of the Convention against Torture,CAT-OP,,
Ukraine,Optional Protocol of the Convention against Torture,CAT-OP,23 Sep 2005,19 Sep 2006
United Arab Emirates,Optional Protocol of the Convention against Torture,CAT-OP,,
United Kingdom of Great Britain and Northern Ireland,Optional Protocol of the Convention against Torture,CAT-OP,26 Jun 2003,10 Dec 2003
United Republic of Tanzania,Optional Protocol of the Convention against Torture,CAT-OP,,
United States of America,Optional Protocol of the Convention against Torture,CAT-OP,,
Uruguay,Optional Protocol of the Convention against Torture,CAT-OP,12 Jan 2004,08 Dec 2005
Uzbekistan,Optional Protocol of the Convention against Torture,CAT-OP,,
Vanuatu,Optional Protocol of the Convention against Torture,CAT-OP,,
Venezuela (Bolivarian Republic of),Optional Protocol of the Convention against Torture,CAT-OP,01 Jul 2011,
Viet Nam,Optional Protocol of the Convention against Torture,CAT-OP,,
Yemen,Optional Protocol of the Convention against Torture,CAT-OP,,
Zambia,Optional Protocol of the Convention against Torture,CAT-OP,27 Sep 2010,
Zimbabwe,Optional Protocol of the Convention against Torture,CAT-OP,,
Afghanistan,International Covenant on Civil and Political Rights,CCPR,,24 Jan 1983 (a)
Albania,International Covenant on Civil and Political Rights,CCPR,,04 Oct 1991 (a)
Algeria,International Covenant on Civil and Political Rights,CCPR,10 Dec 1968,12 Sep 1989
Andorra,International Covenant on Civil and Political Rights,CCPR,05 Aug 2002,22 Sep 2006
Angola,International Covenant on Civil and Political Rights,CCPR,,10 Jan 1992 (a)
Antigua and Barbuda,International Covenant on Civil and Political Rights,CCPR,,03 Jul 2019 (a)
Argentina,International Covenant on Civil and Political Rights,CCPR,19 Feb 1968,08 Aug 1986
Armenia,International Covenant on Civil and Political Rights,CCPR,,23 Jun 1993 (a)
Australia,International Covenant on Civil and Political Rights,CCPR,18 Dec 1972,13 Aug 1980
Austria,International Covenant on Civil and Political Rights,CCPR,10 Dec 1973,10 Sep 1978
Azerbaijan,International Covenant on Civil and Political Rights,CCPR,,13 Aug 1992 (a)
Bahamas,International Covenant on Civil and Political Rights,CCPR,04 Dec 2008,23 Dec 2008
Bahrain,International Covenant on Civil and Political Rights,CCPR,,20 Sep 2006 (a)
Bangladesh,International Covenant on Civil and Political Rights,CCPR,,06 Sep 2000 (a)
Barbados,International Covenant on Civil and Political Rights,CCPR,,05 Jan 1973 (a)
Belarus,International Covenant on Civil and Political Rights,CCPR,19 Mar 1968,12 Nov 1973
Belgium,International Covenant on Civil and Political Rights,CCPR,10 Dec 1968,21 Apr 1983
Belize,International Covenant on Civil and Political Rights,CCPR,,10 Jun 1996 (a)
Benin,International Covenant on Civil and Political Rights,CCPR,,12 Mar 1992 (a)
Bhutan,International Covenant on Civil and Political Rights,CCPR,,
Bolivia (Plurinational State of),International Covenant on Civil and Political Rights,CCPR,,12 Aug 1982 (a)
Bosnia and Herzegovina,International Covenant on Civil and Political Rights,CCPR,,01 Sep 1993 (d)
Botswana,International Covenant on Civil and Political Rights,CCPR,08 Sep 2000,08 Sep 2000
Brazil,International Covenant on Civil and Political Rights,CCPR,,24 Jan 1992 (a)
Brunei Darussalam,International Covenant on Civil and Political Rights,CCPR,,
Bulgaria,International Covenant on Civil and Political Rights,CCPR,08 Oct 1968,21 Sep 1970
Burkina Faso,International Covenant on Civil and Political Rights,CCPR,,04 Jan 1999 (a)
Burundi,International Covenant on Civil and Political Rights,CCPR,,09 May 1990 (a)
Cabo Verde,International Covenant on Civil and Political Rights,CCPR,,06 Aug 1993 (a)
Cambodia,International Covenant on Civil and Political Rights,CCPR,17 Oct 1980,26 May 1992
Cameroon,International Covenant on Civil and Political Rights,CCPR,,27 Jun 1984 (a)
Canada,International Covenant on Civil and Political Rights,CCPR,,19 May 1976 (a)
Central African Republic,International Covenant on Civil and Political Rights,CCPR,,08 May 1981 (a)
Chad,International Covenant on Civil and Political Rights,CCPR,,09 Jun 1995 (a)
Chile,International Covenant on Civil and Political Rights,CCPR,16 Sep 1969,10 Feb 1972
China,International Covenant on Civil and Political Rights,CCPR,05 Oct 1998,
Colombia,International Covenant on Civil and Political Rights,CCPR,21 Dec 1966,29 Oct 1969
Comoros,International Covenant on Civil and Political Rights,CCPR,25 Sep 2008,
Congo,International Covenant on Civil and Political Rights,CCPR,,05 Oct 1983 (a)
Cook Islands,International Covenant on Civil and Political Rights,CCPR,,
Costa Rica,International Covenant on Civil and Political Rights,CCPR,19 Dec 1966,29 Nov 1968
CГґte d'Ivoire,International Covenant on Civil and Political Rights,CCPR,,26 Mar 1992 (a)
Croatia,International Covenant on Civil and Political Rights,CCPR,,12 Oct 1992 (d)
Cuba,International Covenant on Civil and Political Rights,CCPR,28 Feb 2008,
Cyprus,International Covenant on Civil and Political Rights,CCPR,19 Dec 1966,02 Apr 1969
Czech Republic,International Covenant on Civil and Political Rights,CCPR,,22 Feb 1993 (d)
Democratic People's Republic of Korea,International Covenant on Civil and Political Rights,CCPR,,14 Sep 1981 (a)
Democratic Republic of the Congo,International Covenant on Civil and Political Rights,CCPR,,01 Nov 1976 (a)
Denmark,International Covenant on Civil and Political Rights,CCPR,20 Mar 1968,06 Jan 1972
Djibouti,International Covenant on Civil and Political Rights,CCPR,,05 Nov 2002 (a)
Dominica,International Covenant on Civil and Political Rights,CCPR,,17 Jun 1993 (a)
Dominican Republic,International Covenant on Civil and Political Rights,CCPR,,04 Jan 1978 (a)
Ecuador,International Covenant on Civil and Political Rights,CCPR,04 Apr 1968,06 Mar 1969
Egypt,International Covenant on Civil and Political Rights,CCPR,04 Aug 1967,14 Jan 1982
El Salvador,International Covenant on Civil and Political Rights,CCPR,21 Sep 1967,30 Nov 1979
Equatorial Guinea,International Covenant on Civil and Political Rights,CCPR,,25 Sep 1987 (a)
